idx,orig_label,fidelity_drop,confidence,stability_no_stopwords,stability_no_punct,topk_overlap,xai_change,label_flip,robust_expl,fidelity_norm,stability_norm,agreement_norm,robustness_norm,ERS
138,neutral,-7.343292236328125e-05,0.9990899562835692,0.6,0.6,0.5,0.4,0,0.6,0.007811529204929522,0.7481296758104754,0.570613409415122,0.7481296758104754,0.5186710725602506
139,neutral,-1.633167266845703e-05,0.9991554021835328,0.6,0.6,0.75,0.4,0,0.6,0.007868259588177766,0.7481296758104754,0.855920114122683,0.7481296758104754,0.5900119313329528
140,negative,0.9916374105960132,0.9965903759002686,0.6,0.4,0.625,0.4,0,0.6,0.9930813179559217,0.7481296758104754,0.7132667617689025,0.7481296758104754,0.8006518578364437
141,neutral,-5.877017974853515e-05,0.9989584684371948,0.2,0.2,0.25,0.8,0,0.19999999999999996,0.007826096714615398,0.2493765586034918,0.285306704707561,0.24937655860349175,0.19797147965728998
142,neutral,-0.0078845620155334,0.9906010627746582,0.8,0.6,0.625,0.1999999999999999,0,0.8,5.113255117261123e-05,0.9975062344139672,0.7132667617689025,0.9975062344139672,0.6770825907870024
143,positive,0.9953919758554548,0.998865246772766,0.6,0.6,0.5,0.4,0,0.6,0.9968114977197101,0.7481296758104754,0.570613409415122,0.7481296758104754,0.7659210646889458
144,negative,0.9864982170984148,0.9985716342926024,0.6,0.4,0.5,0.4,0,0.6,0.9879755029647644,0.7481296758104754,0.570613409415122,0.7481296758104754,0.7637120660002092
145,neutral,-6.198883056640625e-06,0.9991218447685242,0.0,0.6,0.125,1.0,0,0.0,0.007878326566415973,0.0,0.1426533523537805,0.0,0.03763291973004911
146,positive,0.9984511539223604,0.9990130662918092,0.4,0.6,0.375,0.6,0,0.4,0.9998508067556366,0.4987531172069836,0.4279600570613415,0.4987531172069836,0.6063292745577363
147,neutral,-0.0011765956878662,0.9980105757713318,0.4,0.6,0.625,0.6,0,0.4,0.00671553136238412,0.4987531172069836,0.7132667617689025,0.4987531172069836,0.42937213188631346
148,neutral,1.1026859283447266e-05,0.9991757273674012,0.6,0.6,0.375,0.4,0,0.6,0.007895440429420923,0.7481296758104754,0.4279600570613415,0.7481296758104754,0.4830287122779283
149,neutral,0.0003357529640197,0.9990045428276062,0.0,0.6,0.25,1.0,0,0.0,0.008218057473195834,0.0,0.285306704707561,0.0,0.0733811905451892
150,positive,0.9976014447165652,0.999037742614746,0.6,0.8,0.375,0.4,0,0.6,0.9990066163193162,0.7481296758104754,0.4279600570613415,0.7481296758104754,0.7308065062504021
151,neutral,-4.088878631591797e-05,0.999062955379486,0.0,0.4,0.5,1.0,0,0.0,0.007843861970329878,0.0,0.570613409415122,0.0,0.14461431784636294
152,neutral,-1.8715858459472656e-05,0.999043881893158,0.4,0.4,0.375,0.6,0,0.4,0.007865890887415836,0.4987531172069836,0.4279600570613415,0.4987531172069836,0.35833304559068113
153,positive,0.8946632891893387,0.9979605674743652,0.4,0.8,0.5,0.6,0,0.4,0.8967370329890539,0.4987531172069836,0.570613409415122,0.4987531172069836,0.6162141692045358
154,neutral,-2.950429916381836e-05,0.9991936087608336,0.4,0.6,0.375,0.6,0,0.4,0.007855172516468098,0.4987531172069836,0.4279600570613415,0.4987531172069836,0.3583303659979442
155,neutral,-0.0001022815704345,0.998908519744873,0.4,0.4,0.375,0.6,0,0.4,0.0077828679257102296,0.4987531172069836,0.4279600570613415,0.4987531172069836,0.35831228985025476
156,neutral,-3.0219554901123047e-05,0.9989721775054932,0.4,0.6,0.375,0.6,0,0.4,0.00785446190623952,0.4987531172069836,0.4279600570613415,0.4987531172069836,0.3583301883453871
157,positive,0.9983080809470266,0.9990376234054564,0.4,0.6,0.5,0.6,0,0.4,0.9997086630238177,0.4987531172069836,0.570613409415122,0.4987531172069836,0.6419570767132267
158,negative,0.9981699609488714,0.9985989928245544,0.4,0.6,0.375,0.6,0,0.4,0.9995714401001257,0.4987531172069836,0.4279600570613415,0.4987531172069836,0.6062594328938586
159,positive,0.9979413732653484,0.9988749623298644,0.4,0.6,0.625,0.6,0,0.4,0.9993443370689066,0.4987531172069836,0.7132667617689025,0.4987531172069836,0.6775293333129441
160,positive,0.9986432130681352,0.9990472197532654,0.6,0.6,0.625,0.4,1,0.6,1.0,0.7481296758104754,0.7132667617689025,0.7481296758104754,0.8023815283474633
161,positive,0.9984191826661116,0.999007523059845,0.4,0.8,0.625,0.6,0,0.4,0.9998190431492426,0.4987531172069836,0.7132667617689025,0.4987531172069836,0.6776480098330281
162,neutral,8.690357208251953e-05,0.9992002844810486,0.4,0.6,0.5,0.6,0,0.4,0.007970824331169373,0.4987531172069836,0.570613409415122,0.4987531172069836,0.39402261704006464
163,neutral,0.0001268982887268,0.9992026686668396,0.2,0.6,0.375,0.8,0,0.19999999999999996,0.008010559286450756,0.2493765586034918,0.4279600570613415,0.24937655860349175,0.23368093338869395
164,neutral,0.000189185142517,0.9992151260375975,0.4,0.6,0.625,0.6,0,0.4,0.008072441593856118,0.4987531172069836,0.7132667617689025,0.4987531172069836,0.4297113594441815
165,positive,0.9975752127356828,0.9981297850608826,0.6,0.8,0.75,0.4,0,0.6,0.9989805547123152,0.7481296758104754,0.855920114122683,0.7481296758104754,0.8377900051139873
166,neutral,-0.0004329085350036,0.9987446069717408,0.6,0.6,0.5,0.4,0,0.6,0.007454388347549457,0.7481296758104754,0.570613409415122,0.7481296758104754,0.5185817873459055
167,negative,0.992695898283273,0.998619556427002,0.4,0.6,0.375,0.6,0,0.4,0.9941329308800296,0.4987531172069836,0.4279600570613415,0.4987531172069836,0.6048998055888346
168,neutral,-7.086992263793945e-05,0.999103307723999,0.4,0.2,0.5,0.6,0,0.4,0.007814075558248599,0.4987531172069836,0.570613409415122,0.4987531172069836,0.3939834298468345
169,neutral,7.402896881103516e-05,0.9992364645004272,0.0,0.6,0.25,1.0,0,0.0,0.007958033347054947,0.0,0.285306704707561,0.0,0.07331618451365399
170,positive,0.9985367865883744,0.9990311861038208,0.2,0.8,0.375,0.8,0,0.19999999999999996,0.9999358832467383,0.2493765586034918,0.4279600570613415,0.24937655860349175,0.48166226437876586
171,neutral,-7.474422454833984e-05,0.9990178346633912,0.4,0.8,0.375,0.6,0,0.4,0.00781022641951046,0.4987531172069836,0.4279600570613415,0.4987531172069836,0.3583191294737048
172,neutral,-3.55839729309082e-05,0.99915874004364,0.4,0.8,0.625,0.6,0,0.4,0.007849132329525174,0.4987531172069836,0.7132667617689025,0.4987531172069836,0.42965553212809876
173,neutral,-6.914138793945312e-05,0.9990831613540648,0.0,0.6,0.625,1.0,0,0.0,0.007815792866300998,0.0,0.7132667617689025,0.0,0.18027063865880086
174,neutral,-4.738569259643555e-05,0.998504638671875,0.8,0.8,0.875,0.1999999999999999,0,0.8,0.007837407260753618,0.9975062344139672,0.9985734664764635,0.9975062344139672,0.7503558356412879
175,neutral,0.0003690719604492,0.9991961121559144,0.2,0.6,0.625,0.8,0,0.19999999999999996,0.008251160066343872,0.2493765586034918,0.7132667617689025,0.24937655860349175,0.3050677597605575
176,neutral,-7.152557373046875e-06,0.9991806149482728,0.2,0.2,0.125,0.8,0,0.19999999999999996,0.0078773790861112,0.2493765586034918,0.1426533523537805,0.24937655860349175,0.16232096216171882
177,positive,0.9983582413988188,0.999039351940155,0.2,0.8,0.625,0.8,0,0.19999999999999996,0.9997584976888957,0.2493765586034918,0.7132667617689025,0.24937655860349175,0.5529445941661955
178,neutral,-0.0001037716865539,0.9991577863693236,0.0,0.6,0.25,1.0,0,0.0,0.007781387487734007,0.0,0.285306704707561,0.0,0.07327202304882374
179,negative,0.7173554599285126,0.9981297850608826,0.4,0.8,0.5,0.6,0,0.4,0.7205807989199303,0.4987531172069836,0.570613409415122,0.4987531172069836,0.5721751106872548
180,neutral,0.0002493262290954,0.9991081357002258,0.8,0.8,0.5,0.1999999999999999,0,0.8,0.008132192070575854,0.9975062344139672,0.570613409415122,0.9975062344139672,0.6434395175784081
181,neutral,5.501508712768555e-05,0.9991698265075684,0.4,0.8,0.5,0.6,0,0.4,0.007939142958478548,0.4987531172069836,0.570613409415122,0.4987531172069836,0.394014696696892
182,positive,0.9985288562602364,0.9990249872207642,0.4,0.8,0.5,0.6,0,0.4,0.9999280044252244,0.4987531172069836,0.570613409415122,0.4987531172069836,0.6420119120635783
183,neutral,0.0001617074012756,0.9991937279701232,0.4,0.6,0.5,0.6,0,0.4,0.00804514231757492,0.4987531172069836,0.570613409415122,0.4987531172069836,0.3940411965366661
184,positive,0.9976550767896696,0.99903404712677,0.4,1.0,0.5,0.6,0,0.4,0.9990599000579011,0.4987531172069836,0.570613409415122,0.4987531172069836,0.6417948859717475
185,negative,0.9842313565313816,0.9982441663742064,0.8,0.6,0.625,0.1999999999999999,0,0.8,0.9857233654121641,0.9975062344139672,0.7132667617689025,0.9975062344139672,0.9235006490022503
186,neutral,-7.712841033935547e-05,0.999079704284668,0.4,0.6,0.625,0.6,0,0.4,0.007807857718748529,0.4987531172069836,0.7132667617689025,0.4987531172069836,0.4296452134754046
187,neutral,6.115436553955078e-05,0.9991974234580994,0.6,0.6,0.625,0.4,0,0.6,0.00794524236294052,0.7481296758104754,0.7132667617689025,0.7481296758104754,0.5543678389381985
188,positive,0.9981140518793836,0.9990537762641908,0.4,0.6,0.5,0.6,0,0.4,0.9995158941540029,0.4987531172069836,0.570613409415122,0.4987531172069836,0.641908884495773
189,positive,0.9984760900842956,0.9990654587745668,0.6,0.6,0.375,0.4,0,0.6,0.9998755809598948,0.7481296758104754,0.4279600570613415,0.7481296758104754,0.7310237474105468
190,positive,0.9983577587408944,0.998878538608551,0.6,0.4,0.375,0.4,0,0.6,0.9997580181657825,0.7481296758104754,0.4279600570613415,0.7481296758104754,0.7309943567120187
191,neutral,6.949901580810547e-05,0.9992056488990784,0.4,0.4,0.375,0.6,0,0.4,0.007953532815607277,0.4987531172069836,0.4279600570613415,0.4987531172069836,0.358354956072729
192,positive,0.9974205706384964,0.9978965520858764,0.6,0.8,0.5,0.4,1,0.6,0.9988269169988397,0.7481296758104754,0.570613409415122,0.7481296758104754,0.766424919508728
193,negative,0.9979009973467328,0.998436152935028,0.4,0.6,0.625,0.6,0,0.4,0.9993042233875196,0.4987531172069836,0.7132667617689025,0.4987531172069836,0.6775193048925973
194,neutral,3.1054019927978516e-05,0.9992008805274964,0.4,0.0,0.25,0.6,0,0.4,0.007915337515821142,0.4987531172069836,0.285306704707561,0.4987531172069836,0.32268206915933734
195,neutral,0.0005746483802795,0.999163031578064,0.0,0.6,0.375,1.0,0,0.0,0.008455401289541338,0.0,0.4279600570613415,0.0,0.10910386458772071
196,positive,0.9980658916465472,0.9984568357467652,0.4,0.4,0.75,0.6,0,0.4,0.9994680467166747,0.4987531172069836,0.855920114122683,0.4987531172069836,0.7132235988133312
197,neutral,-0.0001236200332641,0.998945653438568,0.6,0.6,0.25,0.4,0,0.6,0.007761668053890937,0.7481296758104754,0.285306704707561,0.7481296758104754,0.44733193109560065
198,neutral,-4.3332576751708984e-05,0.9991549253463744,0.2,0.8,0.375,0.8,0,0.19999999999999996,0.0078414340520489,0.2493765586034918,0.4279600570613415,0.24937655860349175,0.2336386520800935
199,positive,0.998005130153615,0.9987744688987732,0.8,0.6,0.75,0.1999999999999999,0,0.8,0.9994076798630733,0.9975062344139672,0.855920114122683,0.9975062344139672,0.9625850657034227
